job_title,category,salary
Beauty Specialist,Fitness / Hair / Beauty,80020
Beauty Supply Manager,Fitness / Hair / Beauty,136100
Beauty Therapist,Fitness / Hair / Beauty,78620
Cosmetic Sales,Fitness / Hair / Beauty,44720
Cosmetologist,Fitness / Hair / Beauty,69780
Day Spa Manager,Fitness / Hair / Beauty,142300
Esthetician,Fitness / Hair / Beauty,36720
Fitness and Wellness Coordinator,Fitness / Hair / Beauty,82200
Fitness Instructor,Fitness / Hair / Beauty,58720
Grooming Salon Manager,Fitness / Hair / Beauty,124400
Hair Replacement Specialist,Fitness / Hair / Beauty,129000
Hair Stylist,Fitness / Hair / Beauty,46840
Health Coach,Fitness / Hair / Beauty,105620
Health Educator,Fitness / Hair / Beauty,129000
Manicurist and Pedicurist,Fitness / Hair / Beauty,31380
Massage Therapist,Fitness / Hair / Beauty,64040
Masseur,Fitness / Hair / Beauty,50020
Natural Remedy Consultant,Fitness / Hair / Beauty,108300
Naturopath and Acupuncturist,Fitness / Hair / Beauty,45260
Occupational Therapist,Fitness / Hair / Beauty,66440
Occupational Therapy Assistant,Fitness / Hair / Beauty,46040
Physical Therapy Attendant,Fitness / Hair / Beauty,45600
Recreational Therapist,Fitness / Hair / Beauty,64200
Salon Assistant,Fitness / Hair / Beauty,49300
Salon Manager,Fitness / Hair / Beauty,128900
Spa Manager,Fitness / Hair / Beauty,142300
Spa Supervisor,Fitness / Hair / Beauty,116180
Sport and Recreation Manager,Fitness / Hair / Beauty,151800
Tattoo Artist,Fitness / Hair / Beauty,37380
Weight Loss Consultant,Fitness / Hair / Beauty,146200
Yoga Instructor,Fitness / Hair / Beauty,90540
All Rounder,Food / Hospitality / Tourism / Catering,44300
Assistant Executive Housekeeper,Food / Hospitality / Tourism / Catering,29640
Assistant Food and Beverage Controller,Food / Hospitality / Tourism / Catering,59660
Assistant Food and Beverage Director,Food / Hospitality / Tourism / Catering,136100
Assistant Hospitality Manager,Food / Hospitality / Tourism / Catering,146200
Assistant Storekeeper,Food / Hospitality / Tourism / Catering,27020
Assistant Tour Manager,Food / Hospitality / Tourism / Catering,66100
Baker and Pastrycook,Food / Hospitality / Tourism / Catering,34380
Bakery Manager,Food / Hospitality / Tourism / Catering,76540
Bakery Superintendent,Food / Hospitality / Tourism / Catering,50020
Banquet Captain,Food / Hospitality / Tourism / Catering,40600
Banquet Manager,Food / Hospitality / Tourism / Catering,56460
Banquet Server,Food / Hospitality / Tourism / Catering,33440
Bar Attendant,Food / Hospitality / Tourism / Catering,34960
Bar Manager,Food / Hospitality / Tourism / Catering,70700
Bar Supervisor,Food / Hospitality / Tourism / Catering,48160
Barista,Food / Hospitality / Tourism / Catering,37880
Bartender,Food / Hospitality / Tourism / Catering,38700
Bellman,Food / Hospitality / Tourism / Catering,35500
Beverage Manager,Food / Hospitality / Tourism / Catering,87000
Bistro Attendant,Food / Hospitality / Tourism / Catering,36020
Buffet Chef,Food / Hospitality / Tourism / Catering,66000
Buffet Host,Food / Hospitality / Tourism / Catering,34480
Buffet Manager,Food / Hospitality / Tourism / Catering,73880
Butcher and Slaughterer,Food / Hospitality / Tourism / Catering,25660
Cafeteria Assistant,Food / Hospitality / Tourism / Catering,36800
Cafeteria Manager,Food / Hospitality / Tourism / Catering,66580
Cafeteria Supervisor,Food / Hospitality / Tourism / Catering,44540
Cake Decorator,Food / Hospitality / Tourism / Catering,39800
Casino Shift Manager,Food / Hospitality / Tourism / Catering,117520
Chain Store Customer Support,Food / Hospitality / Tourism / Catering,58440
Chef,Food / Hospitality / Tourism / Catering,60460
Chef De Cuisine,Food / Hospitality / Tourism / Catering,85440
Club Manager,Food / Hospitality / Tourism / Catering,125700
Cluster Director,Food / Hospitality / Tourism / Catering,154700
Cluster Revenue Manager,Food / Hospitality / Tourism / Catering,117440
Cocktail Server,Food / Hospitality / Tourism / Catering,32420
Coffee Shop Manager,Food / Hospitality / Tourism / Catering,119700
Concierge,Food / Hospitality / Tourism / Catering,31180
Confectionery Baker,Food / Hospitality / Tourism / Catering,38680
Conference and Sales Coordinator,Food / Hospitality / Tourism / Catering,57320
Conference Services Manager,Food / Hospitality / Tourism / Catering,70700
Cook,Food / Hospitality / Tourism / Catering,58200
Corporate Sous Chef,Food / Hospitality / Tourism / Catering,94380
Corporate Travel Consultant,Food / Hospitality / Tourism / Catering,92300
Croupier,Food / Hospitality / Tourism / Catering,43340
Culinary Assistant,Food / Hospitality / Tourism / Catering,26400
Culinary Associate,Food / Hospitality / Tourism / Catering,29640
Demi Chef,Food / Hospitality / Tourism / Catering,65080
Dietary Aide,Food / Hospitality / Tourism / Catering,67360
Dining Room Supervisor,Food / Hospitality / Tourism / Catering,61400
Dishwasher,Food / Hospitality / Tourism / Catering,27040
Duty Manager,Food / Hospitality / Tourism / Catering,79600
Events Coordinator,Food / Hospitality / Tourism / Catering,47400
Executive Chef,Food / Hospitality / Tourism / Catering,72740
Executive Pastry Chef,Food / Hospitality / Tourism / Catering,58280
Fast Food Cook,Food / Hospitality / Tourism / Catering,51400
Fast Food Shift Supervisor,Food / Hospitality / Tourism / Catering,52300
Fine Dining Cook,Food / Hospitality / Tourism / Catering,96560
Fine Dining Restaurant Chef,Food / Hospitality / Tourism / Catering,91380
Fleet Manager,Food / Hospitality / Tourism / Catering,167100
Food and Beverage Manager,Food / Hospitality / Tourism / Catering,118060
Food Consultant,Food / Hospitality / Tourism / Catering,104440
Food Safety Coordinator,Food / Hospitality / Tourism / Catering,73980
Food Server,Food / Hospitality / Tourism / Catering,34160
Food Service Director,Food / Hospitality / Tourism / Catering,119900
Food Service Manager,Food / Hospitality / Tourism / Catering,136100
Food Service Sales,Food / Hospitality / Tourism / Catering,77380
Food Service Worker,Food / Hospitality / Tourism / Catering,32200
Front Desk Agent,Food / Hospitality / Tourism / Catering,41900
Front Desk Clerk,Food / Hospitality / Tourism / Catering,35260
Front Office Manager,Food / Hospitality / Tourism / Catering,67120
Guest Service Executive,Food / Hospitality / Tourism / Catering,111700
Guest Service Representative,Food / Hospitality / Tourism / Catering,42960
Head Chef ,Food / Hospitality / Tourism / Catering,79000
Head Concierge,Food / Hospitality / Tourism / Catering,50520
Hospitality Director,Food / Hospitality / Tourism / Catering,194600
Hostess / Host,Food / Hospitality / Tourism / Catering,40240
Hotel Desk Clerk,Food / Hospitality / Tourism / Catering,38060
Hotel Maid,Food / Hospitality / Tourism / Catering,28900
Hotel Manager,Food / Hospitality / Tourism / Catering,187500
Hotel Sales Manager,Food / Hospitality / Tourism / Catering,143200
Hotel Service Supervisor,Food / Hospitality / Tourism / Catering,103200
Hotel Staff,Food / Hospitality / Tourism / Catering,35340
Inventory Coordinator,Food / Hospitality / Tourism / Catering,41700
Kitchen Manager,Food / Hospitality / Tourism / Catering,65800
Kitchen Staff,Food / Hospitality / Tourism / Catering,34360
Kitchen Supervisor,Food / Hospitality / Tourism / Catering,52300
Line Cook,Food / Hospitality / Tourism / Catering,60880
Luggage Porter,Food / Hospitality / Tourism / Catering,26660
Motel Manager,Food / Hospitality / Tourism / Catering,104040
Pastry Chef,Food / Hospitality / Tourism / Catering,56460
Pastrycooking and Baking Assistant,Food / Hospitality / Tourism / Catering,35420
Production Operator,Food / Hospitality / Tourism / Catering,51120
"Quality, Health and Safety Coordinator",Food / Hospitality / Tourism / Catering,61400
Receptionist,Food / Hospitality / Tourism / Catering,36720
Regional Restaurant Manager,Food / Hospitality / Tourism / Catering,151800
Restaurant Manager,Food / Hospitality / Tourism / Catering,125100
Restaurant Server,Food / Hospitality / Tourism / Catering,34980
Room Reservations Manager,Food / Hospitality / Tourism / Catering,128900
Room Service Manager,Food / Hospitality / Tourism / Catering,119700
Sous Chef,Food / Hospitality / Tourism / Catering,70260
Special Events Coordinator,Food / Hospitality / Tourism / Catering,79260
Supervisor of Food Services,Food / Hospitality / Tourism / Catering,85440
Tour Consultant,Food / Hospitality / Tourism / Catering,95600
Tour Guide,Food / Hospitality / Tourism / Catering,64560
Tour Manager,Food / Hospitality / Tourism / Catering,80520
Travel Agent,Food / Hospitality / Tourism / Catering,61620
Travel Consultant,Food / Hospitality / Tourism / Catering,92900
Waiter / Waitress,Food / Hospitality / Tourism / Catering,34980
Activity Aide,Fundraising and Non Profit,39800
Activity Coordinator,Fundraising and Non Profit,32200
Activity Leader,Fundraising and Non Profit,63380
Adoption Specialist,Fundraising and Non Profit,115560
Assistant Programme Officer,Fundraising and Non Profit,63480
Campaign Manager,Fundraising and Non Profit,125100
Charities Administrator,Fundraising and Non Profit,75220
Charities Fundraiser,Fundraising and Non Profit,84040
Civil Servant,Fundraising and Non Profit,36160
Civil Service Administrator,Fundraising and Non Profit,51340
Community Health Worker,Fundraising and Non Profit,35560
Community Relations Representative,Fundraising and Non Profit,55940
Community Service Manager,Fundraising and Non Profit,114900
Community Volunteer,Fundraising and Non Profit,35300
Community Worker,Fundraising and Non Profit,35300
Custodial Worker,Fundraising and Non Profit,36720
Education Planning Specialist,Fundraising and Non Profit,116180
Foundation Assistant,Fundraising and Non Profit,48820
Foundation Director,Fundraising and Non Profit,157600
Foundation Program Coordinator ,Fundraising and Non Profit,93140
Fundraiser,Fundraising and Non Profit,83060
Fundraising Coordinator,Fundraising and Non Profit,54500
Fundraising Director,Fundraising and Non Profit,152100
Fundraising Manager,Fundraising and Non Profit,138800
Grant Writer,Fundraising and Non Profit,43800
Healthcare Social Worker,Fundraising and Non Profit,37740
Homeless Shelter Worker,Fundraising and Non Profit,34080
Major Gift Officer,Fundraising and Non Profit,36580
Orphan Program Coordinator,Fundraising and Non Profit,54180
Rehab Aide,Fundraising and Non Profit,39800
